,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
11412,22,9,293,1998,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11413,22,9,220,9668,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11414,22,9,340,7802,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11415,22,9,236,34500,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11416,14,9,1032,0,304,0.0,1.0,0.0,255,1.0,0.0,0.0,0
11417,11,9,44,110,75,0.0,1.0,0.0,193,0.76,0.02,0.0,4
11418,14,9,30,0,1,0.0,1.0,0.0,7,1.0,0.0,0.0,4
11419,44,2,0,0,162,0.0,0.11,0.07,18,0.07,0.07,0.0,0
11420,41,9,516,4,274,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11421,39,5,0,0,236,1.0,0.06,0.07,13,0.05,0.07,1.0,0
11422,31,5,0,0,133,1.0,0.11,0.06,4,0.02,0.07,1.0,0
11423,19,9,245,0,2,0.0,1.0,0.0,118,0.43,0.03,0.0,4
11424,48,5,0,0,212,1.0,0.03,0.07,6,0.02,0.07,1.0,0
11425,11,9,46,75,38,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11426,13,9,8,0,1,0.0,1.0,0.0,59,1.0,0.0,0.0,1
11427,19,9,567,0,1,0.0,1.0,0.0,59,0.46,0.05,0.0,4
11428,22,9,222,472,2,0.0,1.0,0.0,230,1.0,0.0,0.33,4
11429,51,9,1863,331,1,0.0,1.0,0.0,157,1.0,0.0,0.0,4
11430,22,9,335,5480,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11431,22,9,357,767,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11432,2,5,0,0,253,1.0,0.05,0.05,13,0.05,0.06,1.0,0
11433,13,9,18,0,1,0.0,1.0,0.0,198,1.0,0.0,0.0,1
11434,22,9,206,4006,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11435,22,9,307,10687,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11436,22,9,371,1062,13,0.0,1.0,0.0,215,1.0,0.0,0.0,4
11437,22,9,237,1481,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11438,55,5,0,0,206,1.0,0.08,0.06,15,0.06,0.07,1.0,0
11439,17,5,0,0,51,1.0,0.25,0.08,40,0.16,0.05,1.0,0
11440,46,1,0,0,1,0.0,1.0,0.0,1,0.0,0.85,0.0,1
11441,14,9,1032,0,511,0.0,1.0,0.0,204,0.8,0.02,0.0,0
11442,30,5,0,0,186,1.0,0.08,0.06,16,0.06,0.07,1.0,0
11443,11,9,45,166,204,0.0,1.0,0.01,167,0.81,0.01,0.0,4
11444,22,9,339,1367,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11445,22,9,278,6423,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11446,9,2,0,0,118,0.0,0.03,0.07,3,0.01,0.07,0.0,0
11447,46,5,0,0,171,1.0,0.01,0.06,14,0.05,0.07,1.0,0
11448,57,9,1727,24080,1,0.0,1.0,0.0,3,0.01,0.02,0.0,3
11449,22,9,242,669,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11450,14,9,1032,0,511,0.0,1.0,0.0,228,0.89,0.07,0.0,0
11451,30,5,0,0,222,1.0,0.04,0.06,20,0.08,0.06,1.0,0
11452,19,5,0,0,58,1.0,0.26,0.07,50,0.2,0.04,1.0,0
11453,11,9,44,130,271,0.0,1.0,0.0,251,0.98,0.01,0.0,4
11454,22,9,231,2698,5,0.0,1.0,0.0,251,0.98,0.01,0.0,4
11455,13,9,8,0,1,0.0,1.0,0.0,75,1.0,0.0,0.0,1
11456,41,9,146,105,2,0.0,1.0,0.0,2,0.01,0.88,0.0,4
11457,16,5,0,0,101,1.0,0.15,0.06,15,0.06,0.05,1.0,0
11458,13,9,8,0,1,0.0,1.0,0.0,55,1.0,0.0,0.0,1
11459,19,5,0,0,31,1.0,0.19,0.13,65,0.25,0.03,1.0,0
11460,41,9,145,0,3,0.0,0.33,0.67,1,0.0,0.59,0.0,4
11461,11,9,75,46,126,0.0,1.0,0.0,166,0.65,0.01,0.0,4
11462,11,9,43,72,168,0.0,0.99,0.01,254,1.0,0.01,0.0,4
11463,22,9,179,6654,20,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11464,22,9,267,3563,1,0.0,1.0,0.0,248,0.97,0.01,0.0,4
11465,22,9,223,187,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11466,51,9,1019,327,1,0.0,1.0,0.0,121,0.67,0.25,0.0,4
11467,65,1,0,0,224,0.0,0.02,0.07,4,0.02,0.07,0.0,0
11468,18,9,1183,2447,1,0.0,1.0,0.0,130,0.51,0.02,0.0,2
11469,11,9,44,128,210,0.0,1.0,0.01,66,0.67,0.02,0.0,4
11470,22,9,303,15511,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11471,22,9,307,1203,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11472,51,9,1181,436,1,0.0,1.0,0.0,146,0.4,0.05,0.0,4
11473,3,1,0,0,215,0.0,0.04,0.07,8,0.03,0.07,0.0,0
11474,22,1,0,0,1,0.0,1.0,0.0,131,1.0,0.0,0.0,4
11475,22,9,212,4570,3,0.33,1.0,0.0,255,1.0,0.0,0.0,4
11476,46,5,0,0,283,1.0,0.06,0.05,18,0.07,0.06,0.99,0
11477,22,9,142,13258,13,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11478,22,9,245,406,29,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11479,22,9,221,268,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11480,65,1,0,0,1,0.0,1.0,0.0,1,0.04,1.0,0.0,1
11481,22,9,162,3672,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11482,22,9,360,4425,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11483,3,5,0,0,262,1.0,0.07,0.06,19,0.07,0.06,1.0,0
11484,11,9,44,134,79,0.0,1.0,0.0,254,1.0,0.01,0.0,4
11485,20,5,0,0,178,1.0,0.11,0.06,19,0.07,0.06,1.0,0
11486,19,9,11376,0,9,0.0,1.0,0.0,68,0.29,0.03,0.01,4
11487,23,1,0,0,108,0.0,0.13,0.06,14,0.05,0.05,0.0,0
11488,17,5,0,0,258,1.0,0.03,0.06,7,0.03,0.06,1.0,0
11489,7,1,0,0,125,0.0,0.01,0.07,1,0.0,0.07,0.0,0
11490,51,9,1309,335,1,0.0,1.0,0.0,231,1.0,0.0,0.0,4
11491,9,5,0,0,126,1.0,0.14,0.06,12,0.05,0.06,1.0,0
11492,59,9,0,4,1,0.0,1.0,0.0,7,1.0,0.0,0.0,4
11493,22,9,316,2239,31,0.0,1.0,0.0,34,1.0,0.0,0.0,4
11494,22,1,0,0,1,0.0,1.0,0.0,77,1.0,0.0,0.0,4
11495,57,5,0,0,265,1.0,0.06,0.06,18,0.07,0.07,1.0,0
11496,22,9,232,1890,37,0.03,1.0,0.0,255,1.0,0.0,0.0,4
11497,11,9,48,45,1,0.0,1.0,0.0,241,0.95,0.01,0.0,4
11498,22,9,149,32301,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11499,15,1,0,0,116,0.0,0.16,0.06,19,0.07,0.06,0.0,0
11500,25,5,0,0,280,1.0,0.04,0.06,11,0.04,0.06,1.0,0
11501,22,9,199,749,4,0.25,1.0,0.0,255,1.0,0.0,0.0,4
11502,22,9,321,3742,2,0.0,1.0,0.0,203,1.0,0.0,0.0,4
11503,22,9,320,2807,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11504,10,5,0,0,296,1.0,0.02,0.05,4,0.02,0.07,1.0,0
11505,22,9,253,1217,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11506,46,5,0,0,239,1.0,0.05,0.06,6,0.02,0.07,1.0,0
11507,11,9,44,44,138,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11508,5,5,0,0,103,1.0,0.1,0.05,10,0.04,0.05,1.0,0
11509,22,9,185,19807,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11510,37,1,0,0,285,0.0,0.06,0.06,17,0.07,0.07,0.0,0
11511,14,9,1032,0,511,0.0,1.0,0.0,203,0.8,0.02,0.0,0
11512,46,10,0,0,1,1.0,1.0,0.0,1,0.01,0.86,0.89,1
11513,22,9,233,31639,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11514,41,1,0,0,463,0.08,0.0,1.0,1,0.0,1.0,0.06,1
11515,22,9,264,4898,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11516,41,1,0,0,509,0.03,0.0,1.0,1,0.0,1.0,0.05,1
11517,46,1,0,0,1,0.0,1.0,0.0,2,0.07,1.0,0.0,1
11518,46,5,0,0,118,1.0,0.06,0.06,15,0.15,0.11,1.0,0
11519,15,5,0,0,128,1.0,0.17,0.05,22,0.09,0.06,1.0,0
11520,22,9,219,14183,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11521,11,9,45,45,241,0.0,1.0,0.01,254,1.0,0.01,0.0,4
11522,46,1,0,0,134,0.0,0.07,0.06,10,0.04,0.06,0.0,0
11523,33,5,0,0,234,1.0,0.01,0.07,3,0.01,0.07,1.0,0
11524,11,9,43,43,125,0.0,0.99,0.02,254,1.0,0.01,0.0,4
11525,51,9,749,338,1,0.0,1.0,0.0,129,1.0,0.0,0.0,4
11526,11,9,46,46,229,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11527,19,9,3468,0,23,0.0,1.0,0.0,29,0.11,0.02,0.0,4
11528,11,9,45,75,285,0.0,1.0,0.0,209,0.82,0.01,0.0,4
11529,14,9,520,0,178,0.0,1.0,0.0,255,1.0,0.0,0.0,0
11530,14,9,1032,0,511,0.0,1.0,0.0,177,0.69,0.01,0.0,0
11531,57,4,492,14334,1,0.0,1.0,0.0,12,0.32,0.11,0.0,4
11532,41,4,1,0,2,0.0,1.0,0.0,2,0.01,0.71,0.0,1
11533,19,9,4539,0,17,0.0,1.0,0.0,93,0.48,0.08,0.0,4
11534,62,5,0,0,118,1.0,0.07,0.06,8,0.03,0.05,1.0,0
11535,32,5,0,0,298,1.0,0.03,0.04,10,0.04,0.05,1.0,0
11536,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11537,11,9,44,110,41,0.0,1.0,0.0,200,0.85,0.02,0.0,4
11538,22,9,300,17287,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11539,22,9,240,881,26,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11540,46,5,0,0,45,1.0,0.04,0.13,14,0.05,0.09,1.0,0
11541,46,9,100,0,1,0.0,1.0,0.0,37,0.16,0.01,0.0,1
11542,5,5,0,0,124,1.0,0.05,0.06,12,0.05,0.06,1.0,0
11543,46,5,0,0,240,1.0,0.04,0.07,9,0.04,0.07,1.0,0
11544,25,5,0,0,149,1.0,0.11,0.05,4,0.02,0.08,1.0,0
11545,22,9,283,7313,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11546,57,9,765,25284,1,0.0,1.0,0.0,6,0.02,0.07,0.94,4
11547,53,5,0,0,228,1.0,0.02,0.07,17,0.07,0.06,1.0,0
11548,22,9,296,1920,4,0.0,1.0,0.0,228,1.0,0.0,0.0,4
11549,13,9,8,0,1,0.0,1.0,0.0,129,1.0,0.0,0.0,1
11550,19,9,334,0,2,0.0,1.0,0.0,36,1.0,0.0,0.0,2
11551,22,9,51,8127,1,0.0,1.0,0.0,246,0.96,0.01,0.0,2
11552,34,5,0,0,228,1.0,0.06,0.07,14,0.05,0.08,1.0,0
11553,4,1,0,0,192,0.0,0.07,0.06,14,0.05,0.07,0.0,0
11554,11,9,45,77,257,0.0,1.0,0.0,254,1.0,0.01,0.0,4
11555,14,9,1032,0,511,0.0,1.0,0.0,68,0.32,0.01,0.0,0
11556,14,9,1032,0,511,0.0,1.0,0.0,64,0.41,0.04,0.01,0
11557,14,9,1032,0,225,0.0,1.0,0.0,255,1.0,0.0,0.0,0
11558,22,9,232,1197,7,0.0,1.0,0.0,87,1.0,0.0,0.0,4
11559,46,9,28,0,41,0.0,1.0,0.0,8,0.03,0.01,0.0,0
11560,22,9,284,8627,6,0.0,1.0,0.0,255,1.0,0.0,0.01,4
11561,22,9,264,2077,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11562,16,5,0,0,118,1.0,0.08,0.06,10,0.04,0.07,1.0,0
11563,30,5,0,0,237,1.0,0.08,0.06,20,0.08,0.07,1.0,0
11564,14,9,1032,0,511,0.0,1.0,0.0,110,0.43,0.19,0.0,0
11565,57,5,0,0,69,1.0,0.26,0.06,71,0.28,0.02,1.0,0
11566,22,9,336,1911,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11567,22,9,337,255,29,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11568,41,9,145,105,4,0.0,0.5,0.5,2,0.01,0.44,0.0,4
11569,52,5,0,0,91,1.0,0.2,0.07,3,0.01,0.07,1.0,0
11570,51,9,2537,492,1,0.0,1.0,0.0,148,0.67,0.33,0.67,4
11571,11,9,46,87,179,0.0,1.0,0.0,228,0.89,0.01,0.0,4
11572,22,1,0,0,1,0.0,1.0,0.0,104,1.0,0.0,0.0,4
11573,51,9,2004,403,1,0.0,1.0,0.0,95,0.69,0.03,0.0,4
11574,8,5,0,0,147,1.0,0.06,0.05,5,0.02,0.07,1.0,0
11575,46,5,0,0,114,1.0,0.03,0.08,4,0.02,0.07,1.0,0
11576,39,5,0,0,282,1.0,0.09,0.05,25,0.1,0.05,1.0,0
11577,39,5,0,0,283,1.0,0.06,0.06,5,0.02,0.07,1.0,0
11578,22,9,242,3302,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11579,46,1,0,0,59,0.0,0.02,1.0,1,0.01,0.39,0.0,1
11580,46,5,0,0,12,1.0,0.42,0.17,5,0.02,0.07,1.0,0
11581,22,9,250,774,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11582,22,9,253,2174,2,0.0,1.0,0.0,240,0.94,0.02,0.0,4
11583,22,9,210,1695,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11584,13,9,8,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,1
11585,41,9,5,0,126,0.0,0.01,0.02,10,0.04,0.02,0.0,1
11586,11,9,44,69,174,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11587,22,9,216,891,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11588,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11589,22,9,293,1257,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11590,19,9,3909,0,11,0.0,1.0,0.0,68,0.35,0.03,0.0,4
11591,19,9,192,0,1,0.0,1.0,0.0,144,0.56,0.03,0.0,4
11592,65,1,0,0,229,0.0,0.03,0.07,7,0.03,0.07,0.0,0
11593,22,9,232,391,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11594,46,1,0,0,274,0.03,0.0,1.0,1,0.0,0.97,0.04,1
11595,22,9,209,9696,22,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11596,46,5,0,0,123,1.0,0.02,0.06,2,0.01,0.06,1.0,0
11597,19,9,59,0,13,0.0,1.0,0.0,87,0.56,0.09,0.0,4
11598,46,5,0,0,220,1.0,0.05,0.06,11,0.04,0.06,1.0,0
11599,22,9,298,4425,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11600,13,9,8,0,1,0.0,1.0,0.0,94,1.0,0.0,0.0,1
11601,46,1,0,0,161,0.0,0.06,0.06,9,0.04,0.07,0.0,0
11602,11,9,42,73,288,0.0,1.0,0.01,254,1.0,0.01,0.0,4
11603,51,9,2850,329,1,0.0,1.0,0.0,22,0.96,0.09,0.0,4
11604,22,9,262,310,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11605,46,1,0,0,143,0.0,0.12,0.06,5,0.02,0.07,0.0,0
11606,51,9,1318,328,1,0.0,1.0,0.0,174,0.72,0.03,0.01,4
11607,43,1,0,0,278,0.0,0.06,0.06,18,0.07,0.07,0.0,0
11608,22,9,294,616,3,0.0,1.0,0.0,255,1.0,0.0,0.01,4
11609,22,9,243,392,30,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11610,23,5,0,0,255,1.0,0.05,0.05,13,0.05,0.07,1.0,0
11611,65,1,0,0,138,0.0,0.06,0.07,8,0.03,0.07,0.0,0
11612,11,9,44,72,173,0.0,1.0,0.0,234,0.92,0.01,0.0,4
11613,57,9,371,11256,1,0.0,1.0,0.0,63,0.25,0.02,0.8,4
11614,22,9,213,294,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11615,51,9,4998,416,1,0.0,1.0,0.0,164,0.58,0.07,0.0,4
11616,18,5,0,0,245,1.0,0.03,0.07,8,0.03,0.07,1.0,0
11617,29,5,0,0,236,1.0,0.03,0.06,7,0.03,0.06,1.0,0
11618,51,9,1465,365,1,0.0,1.0,0.0,205,0.96,0.07,0.0,4
11619,65,5,0,0,148,1.0,0.08,0.07,12,0.05,0.07,1.0,0
11620,46,5,0,0,225,1.0,0.09,0.06,4,0.02,0.08,1.0,0
11621,25,5,0,0,17,1.0,0.35,0.18,6,0.02,0.08,1.0,0
11622,22,9,286,622,26,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11623,41,4,1,0,2,0.0,1.0,0.0,2,0.01,0.66,0.0,1
11624,22,1,0,0,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11625,51,9,887,278,1,0.0,1.0,0.0,58,0.63,0.07,0.0,4
11626,22,9,241,849,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11627,46,1,0,0,98,0.0,0.01,0.08,1,0.0,0.07,0.0,0
11628,11,9,43,43,231,0.0,1.0,0.0,250,0.98,0.01,0.0,4
11629,2,5,0,0,287,1.0,0.06,0.06,18,0.07,0.07,1.0,0
11630,22,9,336,777,17,0.06,1.0,0.0,255,1.0,0.0,0.06,4
11631,22,9,220,2159,37,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11632,22,9,237,10432,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11633,46,5,0,0,117,1.0,0.09,0.06,26,0.1,0.06,1.0,0
11634,46,5,0,0,216,1.0,0.04,0.05,9,0.12,0.11,0.97,0
11635,22,9,194,8163,24,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11636,22,9,316,1247,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11637,11,9,44,44,113,0.0,1.0,0.0,254,1.0,0.01,0.0,4
11638,11,9,45,76,146,0.0,0.99,0.01,247,0.97,0.01,0.0,4
11639,22,9,197,777,10,0.0,1.0,0.0,64,1.0,0.0,0.0,4
11640,46,9,28,0,79,0.0,1.0,0.0,79,0.31,0.02,0.0,0
11641,22,9,234,4721,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11642,65,5,0,0,175,1.0,0.03,0.06,7,0.03,0.06,1.0,0
11643,22,9,253,1054,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11644,54,5,0,0,235,1.0,0.0,0.06,1,0.0,0.07,1.0,0
11645,3,9,14,41,1,0.0,1.0,0.0,6,1.0,0.0,0.0,4
11646,22,9,223,407,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11647,22,9,220,3876,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11648,51,9,1890,331,1,0.0,1.0,0.0,182,0.7,0.01,0.01,4
11649,22,9,350,14276,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11650,11,9,44,122,254,0.0,1.0,0.0,211,0.83,0.01,0.0,4
11651,46,1,0,0,136,0.0,0.05,0.06,7,0.03,0.09,0.0,0
11652,22,9,220,10208,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11653,46,5,0,0,234,1.0,0.08,0.06,4,0.02,0.07,1.0,0
11654,18,5,0,0,214,1.0,0.0,0.07,1,0.0,0.07,1.0,0
11655,51,9,719,328,1,0.0,1.0,0.0,153,0.97,0.05,0.0,4
11656,5,5,0,0,111,1.0,0.16,0.05,18,0.07,0.04,1.0,0
11657,22,9,221,1295,8,0.0,1.0,0.0,230,1.0,0.0,0.0,4
11658,22,9,237,17177,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11659,22,9,333,4023,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11660,18,9,946,2720,1,0.0,1.0,0.0,59,0.24,0.03,0.0,4
11661,51,9,1358,329,1,0.0,1.0,0.0,179,0.95,0.05,0.0,4
11662,46,5,0,0,225,1.0,0.02,0.07,4,0.02,0.06,1.0,0
11663,20,5,0,0,247,1.0,0.06,0.05,14,0.05,0.06,1.0,0
11664,27,5,0,0,139,1.0,0.02,0.05,3,0.01,0.05,1.0,0
11665,22,9,229,5105,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11666,13,9,8,0,1,0.0,1.0,0.0,46,1.0,0.0,0.0,1
11667,23,5,0,0,245,1.0,0.1,0.05,25,0.1,0.05,1.0,0
11668,46,1,0,0,1,0.0,1.0,0.0,1,0.06,1.0,0.0,1
11669,46,9,28,0,19,0.0,1.0,0.0,19,0.21,0.04,0.0,0
11670,22,9,54540,8314,4,0.0,1.0,0.0,255,1.0,0.0,0.01,0
11671,46,5,0,0,285,1.0,0.06,0.06,1,0.0,0.06,1.0,0
11672,19,5,0,0,246,1.0,0.07,0.07,18,0.07,0.07,1.0,0
11673,14,9,1480,0,5,0.0,1.0,0.0,5,0.02,0.02,0.0,0
11674,46,1,0,0,220,0.0,0.03,0.06,6,0.02,0.08,0.0,0
11675,57,5,0,0,11,1.0,0.55,0.27,26,0.1,0.07,1.0,0
11676,39,5,0,0,96,1.0,0.06,0.06,3,0.01,0.07,1.0,0
11677,59,5,0,0,289,1.0,0.03,0.06,10,0.04,0.08,1.0,0
11678,19,9,740,0,2,0.0,1.0,0.0,52,0.25,0.02,0.0,4
11679,41,1,0,0,388,0.09,0.0,1.0,1,0.0,1.0,0.11,1
11680,11,9,44,77,138,0.0,1.0,0.0,166,0.65,0.01,0.0,4
11681,14,9,520,0,58,0.0,1.0,0.0,255,1.0,0.0,0.0,0
11682,21,5,0,0,189,1.0,0.06,0.07,11,0.04,0.07,1.0,0
11683,22,9,307,7355,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11684,33,1,0,0,240,0.0,0.05,0.07,13,0.05,0.08,0.0,0
11685,51,9,2132,391,1,0.0,1.0,0.0,94,0.37,0.26,0.26,4
11686,62,5,0,0,140,1.0,0.13,0.06,3,0.01,0.07,1.0,0
11687,22,9,190,3586,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11688,41,9,147,105,3,0.0,0.33,0.67,4,0.02,0.72,0.0,4
11689,22,9,224,2222,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11690,19,9,3468,0,24,0.0,1.0,0.0,66,0.3,0.02,0.0,4
11691,22,1,0,0,233,0.0,0.06,0.07,14,0.05,0.08,0.0,0
11692,22,9,199,363,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11693,22,9,226,632,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11694,19,9,1010,0,2,0.0,1.0,0.0,104,0.31,0.03,0.0,4
11695,41,9,1,0,13,0.0,0.08,0.54,1,0.0,0.18,0.0,1
11696,13,9,8,0,1,0.0,1.0,0.0,40,1.0,0.0,0.0,1
11697,46,9,1,0,59,0.0,0.54,0.07,97,0.38,0.06,0.0,1
11698,19,9,641,0,2,0.0,1.0,0.0,94,0.9,0.2,0.0,4
11699,23,5,0,0,295,1.0,0.04,0.05,12,0.05,0.05,1.0,0
11700,22,9,201,4364,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11701,22,9,527,7055,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11702,46,5,0,0,253,1.0,0.02,0.06,19,0.07,0.07,1.0,0
11703,46,5,0,0,117,1.0,0.04,0.06,27,0.11,0.05,1.0,0
11704,22,9,200,8491,3,0.0,1.0,0.0,143,1.0,0.0,0.0,4
11705,10,9,48,483,208,0.0,0.0,0.01,1,0.0,0.02,0.0,4
11706,22,9,228,1695,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11707,23,5,0,0,114,1.0,0.01,0.06,1,0.0,0.05,1.0,0
11708,22,9,291,966,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11709,5,5,0,0,110,1.0,0.02,0.07,2,0.01,0.07,1.0,0
11710,22,9,215,4937,29,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11711,22,5,0,0,2,0.5,1.0,0.0,255,1.0,0.0,0.08,4
11712,11,9,44,68,136,0.0,1.0,0.0,230,0.9,0.01,0.0,4
11713,41,9,146,105,6,0.17,0.33,0.5,2,0.01,0.56,0.0,4
11714,46,5,0,0,211,1.0,0.04,0.07,19,0.07,0.06,1.0,0
11715,22,1,0,0,297,0.0,0.06,0.06,19,0.07,0.07,0.0,0
11716,10,5,0,0,294,1.0,0.04,0.05,10,0.04,0.08,1.0,0
11717,22,9,208,655,49,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11718,19,1,0,0,287,0.0,0.07,0.06,20,0.08,0.06,0.0,0
11719,22,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11720,22,9,301,3010,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11721,22,9,219,296,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11722,22,9,304,1384,3,0.0,1.0,0.0,140,1.0,0.0,0.0,4
11723,22,9,227,5131,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11724,22,9,314,2077,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11725,51,9,767,335,1,0.0,1.0,0.0,105,0.5,0.03,0.0,4
11726,36,5,0,0,206,1.0,0.0,0.08,1,0.0,0.09,1.0,0
11727,51,9,1029,326,1,0.0,1.0,0.0,136,0.65,0.03,0.0,4
11728,14,9,1032,0,511,0.0,1.0,0.0,86,0.48,0.04,0.01,0
11729,22,9,339,488,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11730,22,9,297,2007,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11731,51,9,2581,329,1,0.0,1.0,0.0,142,0.56,0.03,0.0,4
11732,19,9,13239,0,9,0.0,1.0,0.0,77,0.39,0.07,0.0,4
11733,22,9,335,287,4,0.0,1.0,0.0,193,0.89,0.02,0.0,4
11734,28,5,0,0,127,1.0,0.16,0.06,20,0.08,0.06,1.0,0
11735,37,5,0,0,287,1.0,0.09,0.05,25,0.1,0.05,1.0,0
11736,34,5,0,0,244,1.0,0.09,0.05,22,0.09,0.06,1.0,0
11737,22,9,216,1722,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11738,22,9,201,594,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11739,22,9,325,1724,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11740,17,5,0,0,6,0.83,0.33,0.5,40,0.16,0.04,1.0,0
11741,22,5,0,0,2,0.5,1.0,0.0,255,1.0,0.0,0.05,4
11742,51,9,608,327,1,0.0,1.0,0.0,74,0.49,0.02,0.0,4
11743,22,9,304,651,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11744,22,9,283,1045,5,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11745,22,9,222,916,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11746,22,9,255,1249,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
11747,46,1,0,0,252,0.0,0.05,0.07,13,0.05,0.09,0.0,0
