L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,Label
46808,80,6,7,482,2239,5,6,27,145,1
34702,80,6,7,532,696,5,4,27,115,1
56504,80,6,7,458,2163,5,5,27,232,1
41826,80,6,7,613,12815,6,12,27,1257,1
59238,58856,17,12,344,0,1,0,0,0,0
56386,80,6,7,450,696,5,4,27,116,1
56820,80,6,7,504,696,5,4,27,157,1
50373,49152,6,7,403,1203,5,5,27,7,0
24522,53,17,5,73,650,1,1,0,12,0
46886,80,6,7,752,2239,5,6,27,11,1
50452,80,6,7,1718,2311,16,14,26,109961,0
46858,80,6,7,592,2239,6,6,27,24,1
56436,80,6,7,458,2163,5,5,27,269,1
0,0,2,82,128,0,4,0,0,79,0
49086,80,6,7,513,3760,5,6,27,92,1
47770,80,6,7,629,2239,6,6,27,34,1
47883,53,17,5,236,349,2,2,0,24,0
49600,80,6,7,658,2473,7,5,27,1134,1
34566,80,6,7,466,696,5,4,27,138,1
49020,80,6,7,495,3760,5,6,27,92,1
56882,80,6,7,458,2163,5,5,27,183,1
58376,80,6,7,783,696,5,4,27,116,1
48892,80,6,7,480,3760,5,6,27,138,1
46912,80,6,7,815,2239,5,6,27,12,1
34422,80,6,7,831,696,5,4,27,137,1
46888,80,6,7,802,2239,6,6,27,14,1
60447,53,17,5,130,146,2,2,0,4,1
49076,80,6,7,811,3760,5,6,27,62,1
48028,80,6,7,553,2408,6,6,27,972,1
41698,80,6,7,530,12815,5,12,27,1369,1
56760,80,6,7,458,2163,5,5,27,352,1
39257,15600,17,0,63,0,1,0,0,0,0
58506,80,6,7,458,2163,5,5,27,233,1
50060,9197,6,7,471,17184,6,15,27,20,0
34191,15600,17,0,63,0,1,0,0,0,0
56450,80,6,7,572,696,5,4,27,195,1
51396,9197,6,7,511,17184,7,15,27,20,0
47928,80,6,7,712,2415,5,6,27,1713,1
57826,80,6,7,458,2163,5,5,27,209,1
57774,80,6,7,500,696,5,4,27,160,1
49534,80,6,7,216,112,4,2,19,155,1
46950,80,6,7,569,2239,6,6,27,4,1
45736,53,17,5,100,100,2,2,0,5,1
54241,55740,17,12,440,0,1,0,0,0,0
50043,9197,6,7,400,3770,5,7,27,16,0
0,0,2,82,32,0,1,0,0,0,0
52446,80,6,7,451,3760,5,6,27,84,1
34832,80,6,7,458,2163,5,5,27,229,1
24176,53,17,5,73,754,1,1,0,11,0
47682,80,6,7,585,2239,6,6,27,23,1
41578,80,6,7,815,12815,6,12,27,1561,1
35556,80,6,7.178,571,12815,6,12,27,1631,1
47674,80,6,7,503,2239,5,6,27,19,1
50462,49152,6,7,403,1203,5,5,27,7,0
47768,80,6,7,526,2816,6,6,27,1659,1
56582,80,6,7,462,696,5,4,27,171,1
48070,53,17,5,140,480,2,2,0,126,1
58396,80,6,7,766,696,5,4,27,181,1
41890,80,6,7,846,12815,6,12,27,1625,1
48620,53,17,5.178,89,354,1,1,0,11,0
41424,80,6,7.178,610,12815,7,12,27,2046,1
46856,443,6,91,240,0,4,0,2,7179,1
49028,80,6,7,646,3812,6,7,27,84,1
56942,80,6,7,458,2163,5,5,27,194,1
47754,80,6,7,521,2239,5,6,27,4,1
48014,80,6,7,393,112,3,2,26,656,1
42312,80,6,7,582,12815,6,12,27,1447,1
34606,80,6,7,574,696,5,4,27,126,1
48942,80,6,7,804,3812,5,7,27,122,1
21803,53,17,5,78,110,1,1,0,22,0
57440,80,6,7,458,2163,5,5,27,223,1
57712,53,17,5,136,168,2,2,0,4,1
46932,80,6,7,884,2239,5,6,27,13,1
60864,53,17,5.178,74,306,1,1,0,57,0
47746,80,6,7,587,2239,5,6,27,12,1
56710,80,6,7,554,696,5,4,27,252,1
50213,53,17,5,136,168,2,2,0,3,1
48848,80,6,7.22,180,92,4,2,19,5306,0
52085,53,17,5,130,146,2,2,0,2,1
58900,80,6,7,180,132,4,3,19,162,1
35385,51546,17,12,344,0,1,0,0,0,0
56666,80,6,7,528,696,5,4,27,136,1
46870,80,6,7,532,2239,5,6,27,24,1
49997,7678,6,7,406,1945,5,6,27,11,0
0,0,2,82,160,0,4,0,0,651,0
51346,49152,6,7,403,1203,5,5,27,6,0
49784,80,6,7,502,2239,5,6,27,59,1
34534,80,6,7,481,696,5,4,27,146,1
47706,80,6,7,602,2239,6,6,27,5,1
58318,80,6,7,572,696,5,4,27,159,1
38580,80,6,7.178,572,12815,6,12,27,1626,1
45792,80,6,7,501,2479,5,6,27,1707,1
35092,80,6,7,100,52,2,1,18,6,1
34454,80,6,7,462,696,5,4,27,128,1
46906,80,6,7,785,2239,5,6,27,23,1
45472,53,17,5,236,349,2,2,0,38,0
50645,53,17,5,59,130,1,1,0,65,0
35066,80,6,7.178,541,12867,6,13,27,1653,1
39081,53,17,5,130,146,2,2,0,5,1
57526,80,6,7,743,696,5,4,27,170,1
50212,53,17,5,68,137,1,1,0,319,0
38686,80,6,7.178,544,12815,6,12,27,1664,1
47126,80,6,7,587,2239,5,6,27,3,1
0,0,2,82,128,0,4,0,0,32,0
47978,80,6,7,495,2286,5,6,27,1000,1
57852,80,6,7,458,2163,5,5,27,206,1
37416,1900,17,153.12,459,0,3,0,0,608,0
57976,80,6,7,458,2163,5,5,27,281,1
42242,80,6,7,636,12815,6,12,27,1488,1
56656,80,6,7,458,2163,5,5,27,256,1
57444,80,6,7,458,2163,5,5,27,241,1
35654,80,6,7.178,717,12815,7,12,27,2075,1
50522,9197,6,7,344,2022,5,6,27,11,0
42592,80,6,7,630,12815,7,12,27,1329,1
49040,80,6,7,582,3760,5,6,27,80,1
41938,80,6,7,936,12815,6,12,27,1628,1
59789,53,17,5,82,477,1,1,0,3,0
55509,5355,17,154,122,0,2,0,0,0,0
49294,80,6,7,566,3760,5,6,27,60,1
34427,53,17,5.178,85,274,1,1,0,12,0
34605,53,17,5,130,146,2,2,0,3,1
47732,80,6,7,545,2239,5,6,27,6,1
55917,53,17,5,130,146,2,2,0,28,1
52173,41952,6,7,518,4350,7,9,27,13,0
49430,80,6,7,490,3812,5,7,27,94,1
42452,80,6,7,614,12815,6,12,27,1452,1
41576,58773,17,12,353,0,1,0,0,0,0
40238,53,17,5,100,100,2,2,0,3,1
34990,53,17,5,130,146,2,2,0,19,1
57690,80,6,7,458,2163,5,5,27,184,1
56458,80,6,7,694,696,5,4,27,156,1
52113,53,17,5,75,150,1,1,0,12,0
39278,15600,17,0,63,0,1,0,0,0,0
49874,80,6,7,540,2239,5,6,27,150,1
47348,53,17,5.178,85,274,1,1,0,60,0
35968,80,6,7.178,599,12815,7,12,27,1286,1
50566,9197,6,7,344,855,5,5,27,20,0
46598,15600,17,0,63,0,1,0,0,0,0
38566,80,6,7.178,559,12815,6,12,27,1613,1
47718,80,6,7,627,2239,5,6,27,14,1
56504,1900,17,153.12,2490,0,7,0,0,87,0
36162,80,6,7.178,561,12815,6,12,27,1420,1
39977,53,17,5,72,292,1,1,0,23,0
57930,80,6,7,510,696,5,4,27,215,1
59126,61850,17,12,400,0,1,0,0,0,0
52114,9197,6,7,344,855,5,5,27,10,0
56618,80,6,7,565,696,5,4,27,150,1
47080,80,6,7,566,2239,6,6,27,11,1
57578,80,6,7,725,696,5,4,27,240,1
34874,80,6,7,503,696,5,4,27,154,1
52483,53,17,5,68,252,1,1,0,12,0
41668,80,6,7.178,607,12815,6,12,27,1413,1
60162,53,17,5,129,800,1,1,0,23,0
56960,80,6,7,500,696,5,4,27,150,1
42562,80,6,7,547,12867,6,13,27,1392,1
35752,15600,17,0,63,0,1,0,0,0,0
48784,80,6,7,585,2816,6,6,27,968,1
57798,80,6,7,458,2163,5,5,27,242,1
58720,80,6,7,483,696,5,4,27,129,1
49094,80,6,7,548,3812,6,7,27,65,1
49792,80,6,7,104,52,2,1,17,330,1
34802,80,6,7,459,696,5,4,27,163,1
50172,9197,6,7,534,22815,8,19,27,28,0
40561,53,17,5,236,349,2,2,0,26,0
42050,80,6,7,640,12815,6,12,27,1558,1
34840,80,6,7,458,2163,5,5,27,150,1
41440,80,6,7.178,616,12815,7,12,27,1648,1
41630,80,6,7.178,572,12815,6,12,27,1442,1
58196,80,6,7,474,2816,5,6,27,1597,1
56718,80,6,7,577,696,5,4,27,156,1
58318,80,6,7,572,696,5,4,27,159,1
58494,80,6,7,458,2163,5,5,27,241,1
41794,80,6,7,832,12815,7,12,27,1610,1
58418,80,6,7,498,2163,6,5,27,217,1
46954,80,6,7,572,2239,6,6,27,16,1
57930,80,6,7,510,696,5,4,27,215,1
47048,80,6,7,639,2239,6,6,27,13,1
49320,80,6,7,552,3812,5,7,27,70,1
24793,53,17,5,129,800,1,1,0,46,0
49184,80,6,7,492,3760,5,6,27,111,1
36693,53,17,5,130,146,2,2,0,3,1
49404,80,6,7,584,3812,6,7,27,66,1
46731,15600,17,0,63,0,1,0,0,0,0
58232,80,6,7,474,2816,5,6,27,997,1
49902,80,6,7,532,2187,5,5,27,273,1
34894,80,6,7,538,696,5,4,27,146,1
57131,15600,17,0,63,0,1,0,0,0,0
56364,80,6,7,479,2052,5,5,27,311,1
48892,80,6,7,480,3760,5,6,27,138,1
58236,80,6,7,546,527,5,4,27,255,1
123,123,17,9,532,532,7,7,0,12848,0
38622,80,6,7.178,568,12815,6,12,27,1573,1
5353,5353,17,8,146,0,2,0,0,0,0
30782,53,17,5,73,296,1,1,0,11,0
39369,53,17,5.126,80,224,1,1,0,102,0
41811,53,17,5.22,70,86,1,1,0,30,0
41536,80,6,7,570,12815,6,12,27,1628,1
49212,80,6,7,584,3812,5,7,27,81,1
35810,80,6,7.178,537,12815,5,12,27,1617,1
46870,80,6,7,532,2239,5,6,27,24,1
41574,80,6,7,864,12815,6,12,27,1586,1
34582,80,6,7,496,696,5,4,27,118,1
49686,80,6,7,554,2525,5,6,27,1147,1
57812,80,6,7,469,696,5,4,27,174,1
60542,49925,17,12,344,0,1,0,0,0,0
58348,80,6,7,700,696,5,4,27,119,1
56936,80,6,7,459,696,5,4,27,172,1
58616,80,6,7,479,696,5,4,27,142,1
58288,80,6,7,488,696,5,4,27,140,1
60991,53,17,5.178,74,155,1,1,0,57,0
47044,80,6,7,573,2239,5,6,27,11,1
48910,80,6,7,501,3812,5,7,27,59,1
42026,80,6,7,553,12815,6,12,27,1567,1
58861,15600,17,0,63,0,1,0,0,0,0
49953,9197,6,7,381,3770,5,7,27,20,0
34676,80,6,7,458,2163,5,5,27,130,1
58672,80,6,7,483,696,5,4,27,173,1
34987,53,17,5.126,63,337,1,1,0,154,0
39945,51935,17,12,344,0,1,0,0,0,0
80,47804,6,7,52,52,1,1,17,0,0
34420,80,6,7,458,2163,5,5,27,172,1
47036,80,6,7,597,2239,6,6,27,13,1
42304,80,6,7,568,12815,6,12,27,1463,1
56582,80,6,7,462,696,5,4,27,171,1
56576,80,6,7,458,2163,5,5,27,272,1
57594,80,6,7,458,2163,5,5,27,260,1
42448,80,6,7,614,12815,6,12,27,1360,1
50009,9197,6,7,381,3770,5,7,27,29,0
56678,80,6,7,492,696,5,4,27,136,1
57580,80,6,7,458,2163,5,5,27,297,1
38498,80,6,7.178,871,12867,6,13,27,1692,1
36034,80,6,7.178,614,12815,6,12,27,1515,1
50083,1900,17,153.12,306,0,2,0,0,305,0
39613,15600,17,0,63,0,1,0,0,0,0
48870,80,6,7,497,3760,5,6,27,1235,1
56978,80,6,7,458,2163,5,5,27,196,1
34688,80,6,7,458,2163,5,5,27,154,1
50320,53,17,5,65,263,1,1,0,32,0
58014,80,6,7,482,696,5,4,27,340,1
49296,80,6,7,562,3812,6,7,27,79,1
41858,15600,17,0,63,0,1,0,0,0,0
57414,80,6,7,459,696,5,4,27,167,1
49158,80,6,7,528,3812,5,7,27,81,1
57720,80,6,7,458,2163,5,5,27,209,1
47700,80,6,7,518,2239,5,6,27,11,1
49844,80,6,7,555,2525,5,6,27,356,1
37766,53,17,5,130,146,2,2,0,0,1
57586,80,6,7,462,696,5,4,27,162,1
56414,80,6,7,488,696,5,4,27,181,1
46910,80,6,7,817,2239,5,6,27,14,1
58388,80,6,7,783,696,6,4,27,147,1
50891,9197,6,7,381,3770,5,7,27,10,0
138,138,17,10.16,236,0,1,0,0,0,0
34342,80,6,7,694,696,5,4,27,127,1
57984,80,6,7,458,2163,5,5,27,324,1
57702,80,6,7,492,696,5,4,27,127,1
57580,80,6,7,458,2163,5,5,27,297,1
60170,15600,17,0,63,0,1,0,0,0,0
55109,53,17,5,100,100,2,2,0,3,1
41740,80,6,7,655,12815,6,12,27,1620,1
47808,80,6,7,545,2239,5,6,27,3,1
58576,80,6,7,112,60,2,1,18,303,1
58622,53,17,5,236,349,2,2,0,42,0
49498,80,6,7,542,3760,5,6,27,51,1
47598,80,6,7,836,2239,5,6,27,15,1
57840,80,6,7,458,2163,5,5,27,197,1
50375,7678,6,7,406,1945,5,6,27,11,0
50050,9197,6,7,459,16158,6,14,27,17,0
38736,80,6,7.178,547,12815,6,12,27,1657,1
46906,80,6,7,785,2239,5,6,27,23,1
57614,80,6,7,468,696,5,4,27,246,1
42412,80,6,7,579,12815,6,12,27,1477,1
49960,80,6,7,621,2239,5,6,27,68,1
56720,80,6,7,458,2163,5,5,27,199,1
41708,80,6,7,564,12815,6,12,27,1618,1
49508,80,6,7,496,3812,5,7,27,91,1
49304,80,6,7,656,3812,6,7,27,49,1
58288,1900,17,153.12,459,0,3,0,0,614,0
58354,80,6,7,458,2163,5,5,27,175,1
48882,80,6,7,549,3812,6,7,27,1525,1
53332,53,17,5,71,844,1,1,0,11,0
58688,80,6,7,511,696,5,4,27,147,1
47976,80,6,7,112,60,2,1,18,331,1
49985,9197,6,7,344,3913,5,7,27,31,0
50082,9197,6,7,344,2022,5,6,27,11,0
49846,80,6,7,517,112,3,2,26,116,1
33771,49925,17,12,350,0,1,0,0,0,0
50028,9197,6,7,384,3913,6,7,27,17,0
11547,53,17,5,83,1042,1,1,0,306,0
57527,58773,17,12,344,0,1,0,0,0,0
47794,80,6,7,635,2239,6,6,27,4,1
57486,80,6,7,698,696,5,4,27,170,1
52118,9197,6,7,534,22815,8,19,27,27,0
45720,80,6,7,474,2816,5,6,27,1647,1
46192,80,6,7,52,0,1,0,17,0,1
58622,80,6,7,486,696,5,4,27,172,1
35147,53,17,5,130,146,2,2,0,5,1
35166,80,6,7,430,696,5,4,27,44,1
49820,53,17,5,66,1197,1,1,0,37,0
58882,80,6,7,458,2163,5,5,27,190,1
57278,53,17,5,140,492,2,2,0,3,1
59213,1900,17,153.12,306,0,2,0,0,306,0
45712,80,6,7,526,2816,6,6,27,1651,1
50892,9197,6,7,400,3770,5,7,27,14,0
42744,80,6,7,544,12815,6,12,27,1344,1
58434,80,6,7,458,2163,5,5,27,236,1
47876,80,6,7,216,112,4,2,19,11,1
48920,80,6,7,112,60,2,1,18,320,1
56948,80,6,7,180,132,4,3,19,440,1
35005,53,17,5.12,70,341,1,1,0,13,0
58904,80,6,7,180,132,4,3,19,38,1
41658,80,6,7,604,12815,6,12,27,1444,1
49692,80,6,7,871,2877,6,6,27,1404,1
46747,60712,17,12,440,0,1,0,0,0,0
57814,80,6,7,458,2163,5,5,27,218,1
41810,80,6,7,557,12815,6,12,27,1259,1
49094,80,6,7,548,3812,6,7,27,65,1
34612,80,6,7,458,2203,5,6,27,256,1
51253,51546,17,12,344,0,1,0,0,0,0
46848,80,6,7,528,2239,5,6,27,242,1
48006,80,6,7,212,2174,5,4,29,320,1
56496,80,6,7,458,2163,5,5,27,231,1
58574,80,6,7,458,2163,5,5,27,213,1
46489,53,17,5,140,480,2,2,0,13,1
60641,53,17,5,108,108,2,2,0,4,1
34846,80,6,7,575,696,6,4,27,128,1
48962,80,6,7,845,3812,5,7,27,93,1
56708,80,6,7,458,2203,5,6,27,339,1
56764,80,6,7,458,2163,5,5,27,271,1
49488,80,6,7,507,3812,5,7,27,62,1
56550,80,6,7,852,696,5,4,27,213,1
16359,53,17,5,70,141,1,1,0,198,0
49116,80,6,7,574,3760,5,6,27,71,1
41652,80,6,7,572,12815,6,12,27,1462,1
20157,53,17,5,73,754,1,1,0,12,0
56964,80,6,7,507,696,5,4,27,112,1
56424,80,6,7,458,2163,5,5,27,270,1
58048,80,6,7,458,2163,5,5,27,372,1
49900,80,6,7,729,2239,5,6,27,133,1
35210,80,6,7.178,835,12815,6,12,27,1553,1
80,45872,6,7,52,52,1,1,17,3,0
56588,80,6,7,458,2163,5,5,27,204,1
58056,80,6,7,695,2413,6,6,27,1364,1
49328,80,6,7,500,3812,5,7,27,130,1
54787,15600,17,0,63,0,1,0,0,0,0
50021,53,17,5.126,67,788,1,1,0,10,0
49974,80,6,7,772,2239,6,6,27,149,1
57370,80,6,7,545,527,5,4,27,246,1
49484,80,6,7,493,3812,5,7,27,84,1
50280,9197,6,7,339,52,3,1,26,0,0
57586,80,6,7,462,696,5,4,27,162,1
58488,80,6,7,556,696,5,4,27,148,1
49444,80,6,7,532,3812,5,7,27,137,1
51726,9197,6,7,454,22815,6,19,27,20,0
58528,80,6,7,458,2163,5,5,27,205,1
58842,80,6,7,458,2163,5,5,27,223,1
34694,80,6,7,518,696,5,4,27,100,1
57742,80,6,7,576,696,5,4,27,128,1
49406,80,6,7,538,3760,5,6,27,65,1
54076,53,17,5.119,62,107,1,1,0,102,0
56968,80,6,7,514,696,5,4,27,133,1
43436,15600,17,0,63,0,1,0,0,0,0
48982,80,6,7,483,3760,5,6,27,86,1
58312,80,6,7,458,2163,5,5,27,331,1
35540,80,6,7.178,533,12815,6,12,27,1599,1
56510,80,6,7,732,696,5,4,27,225,1
34286,80,6,7,459,696,5,4,27,171,1
34720,80,6,7,458,2163,5,5,27,153,1
48006,15600,17,0,63,0,1,0,0,0,0
58945,58773,17,12,629,0,2,0,0,0,0
57880,80,6,7,458,2163,5,5,27,179,1
57856,80,6,7,458,2163,5,5,27,189,1
57535,15600,17,0,63,0,1,0,0,0,0
56478,80,6,7,698,696,5,4,27,160,1
49944,53,17,5,130,146,2,2,0,2,1
58979,15600,17,0,63,0,1,0,0,0,0
49294,80,6,7,566,3760,5,6,27,60,1
39294,53,17,5.22,68,124,1,1,0,13,0
34541,53,17,5,130,285,2,2,0,28,1
57492,80,6,7,779,696,5,4,27,153,1
40010,53,17,5,56,1125,1,1,0,120,0
49470,80,6,7,538,3812,5,7,27,49,1
42610,80,6,7,592,12815,6,12,27,1338,1
41998,80,6,7,547,12815,6,12,27,1580,1
57748,80,6,7,458,2163,5,5,27,209,1
38099,64251,17,12,350,0,1,0,0,0,0
49684,80,6,7,216,112,4,2,19,1116,1
54084,1900,17,153.12,459,0,3,0,0,622,0
37386,123,17,9,76,76,1,1,0,15,1
41828,80,6,7,867,12815,6,12,27,1584,1
58458,80,6,7,458,2163,5,5,27,201,1
58572,80,6,7,498,696,5,4,27,168,1
57508,60712,17,12,629,0,2,0,0,0,0
34444,80,6,7,458,2163,5,5,27,166,1
57762,80,6,7,479,696,5,4,27,174,1
34800,80,6,7,498,2163,6,5,27,217,1
48880,80,6,7,549,3812,6,7,27,1520,1
47056,80,6,7,528,2239,5,6,27,12,1
50026,9197,6,7,400,3770,5,7,27,16,0
43876,53,17,5.178,73,157,1,1,0,13,0
58432,80,6,7,530,696,5,4,27,204,1
57948,80,6,7,458,2163,5,5,27,332,1
50050,80,6,7,905,2239,5,6,27,185,1
58614,80,6,7,458,2163,5,5,27,207,1
36218,80,6,7.178,610,12815,6,12,27,1364,1
50126,9197,6,7,431,17184,5,15,27,23,0
56802,80,6,7,458,2163,5,5,27,184,1
58770,80,6,7,458,2163,5,5,27,271,1
56504,51935,17,12,5564,0,16,0,0,2172,0
57676,80,6,7,516,696,5,4,27,148,1
34874,80,6,7,503,696,5,4,27,154,1
49312,80,6,7,590,3812,6,7,27,67,1
58270,80,6,7,458,2163,5,5,27,235,1
64932,53,17,5,56,1125,1,1,0,12,0
34704,80,6,7,458,2163,5,5,27,143,1
35894,80,6,7.178,513,12815,5,12,27,1292,1
49006,80,6,7,555,3812,6,7,27,79,1
34332,80,6,7,458,2163,5,5,27,223,1
47642,53,17,5.176,74,90,1,1,0,344,0
57392,80,6,7,458,2163,5,5,27,217,1
34438,80,6,7,657,696,5,4,27,95,1
51317,9197,6,7,381,3770,5,7,27,62,0
40760,53,17,5.126,72,530,1,1,0,183,0
36256,80,6,7.178,100,60,2,1,22,328,1
58586,80,6,7,458,2163,5,5,27,168,1
34592,80,6,7,458,2163,5,5,27,146,1
41630,80,6,7,588,12815,5,12,27,1461,1
47128,80,6,7,514,2239,5,6,27,14,1
36266,80,6,7.178,540,12815,5,12,27,1374,1
47970,80,6,7,391,112,3,2,26,1340,1
51337,443,6,91.126,119,119,2,2,24,59,0
59378,443,6,91.126,843,4483,11,9,31,146,0
56706,80,6,7,545,696,5,4,27,272,1
80,36106,6,7,104,104,2,2,17,8884,0
35706,80,6,7.178,568,12815,6,12,27,1363,1
34344,80,6,7,458,2163,5,5,27,155,1
56372,80,6,7,479,2052,5,5,27,271,1
58164,80,6,7,526,2816,6,6,27,1584,1
35258,53,17,5,78,110,1,1,0,45,0
41716,80,6,7.178,648,12815,7,12,27,1394,1
48862,80,6,7,454,3812,5,7,27,1147,1
49818,80,6,7,511,2239,5,6,27,191,1
41944,53,17,5.22,79,217,1,1,0,31,0
47938,80,6,7,526,2816,6,6,27,1644,1
50898,9197,6,7,1064,30362,9,26,27,27,0
57402,80,6,7,459,696,5,4,27,222,1
38744,80,6,7.178,526,12815,5,12,27,1665,1
55937,53,17,5,77,533,1,1,0,12,0
57820,80,6,7,483,696,5,4,27,181,1
58578,80,6,7,458,2163,5,5,27,183,1
39859,54022,17,12,353,0,1,0,0,0,0
56550,80,6,7,852,696,5,4,27,213,1
50971,9197,6,7,488,6921,5,9,27,14,0
48000,80,6,7,112,60,2,1,18,314,1
41546,80,6,7.178,646,12815,6,12,27,1549,1
47108,80,6,7,524,2239,5,6,27,14,1
50170,9197,6,7,1024,30362,8,26,27,32,0
58044,80,6,7,546,2816,6,6,27,1316,1
49242,80,6,7,537,3812,5,7,27,52,1
56956,80,6,7,493,696,5,4,27,193,1
39003,53,17,5,56,1125,1,1,0,12,0
17608,53,17,5,68,1199,1,1,0,11,0
58124,80,6,7,553,2408,6,6,27,952,1
57970,80,6,7,493,696,5,4,27,179,1
34741,53,17,5,56,1125,1,1,0,12,0
34684,80,6,7,458,2163,5,5,27,151,1
47516,80,6,7,580,2525,6,6,27,1001,1
57854,1900,17,153.12,153,0,1,0,0,0,0
45377,53,17,5,100,100,2,2,0,2,1
58548,80,6,7,522,696,5,4,27,165,1
47152,80,6,7,642,2239,6,6,27,15,1
50405,80,6,7.212,385,4892,4,6,26,30,0
50361,9197,6,7,381,3770,5,7,27,36,0
34708,80,6,7,458,2163,5,5,27,124,1
58508,80,6,7,112,60,2,1,18,334,1
58708,80,6,7,459,696,5,4,27,177,1
47094,80,6,7,614,2239,6,6,27,11,1
58566,80,6,7,458,2163,5,5,27,278,1
58544,80,6,7,528,696,5,4,27,165,1
49100,80,6,7,792,3760,5,6,27,80,1
57814,80,6,7,458,2163,5,5,27,218,1
34522,80,6,7,460,696,5,4,27,152,1
34322,80,6,7,480,696,5,4,27,142,1
40550,123,17,9,76,76,1,1,0,31,1
42586,80,6,7,571,12815,6,12,27,1398,1
49198,80,6,7,492,3760,5,6,27,92,1
52587,53,17,5,129,800,1,1,0,23,0
58316,80,6,7,458,2163,5,5,27,271,1
50325,49152,6,7,403,1203,5,5,27,11,0
38112,53,17,5.119,69,790,1,1,0,124,0
54586,51935,17,12,344,0,1,0,0,0,0
47552,80,6,7,580,2239,6,6,27,116,1
5353,5353,17,8,554,0,6,0,0,6,0
50130,9197,6,7,400,3770,5,7,27,14,0
41820,80,6,7,592,12815,6,12,27,1272,1
0,0,2,82,128,0,4,0,0,42,0
56822,80,6,7,458,2163,5,5,27,216,1
56440,80,6,7,458,2163,5,5,27,297,1
34896,80,6,7,458,2163,5,5,27,165,1
56530,80,6,7,848,696,5,4,27,207,1
42404,80,6,7,572,12815,6,12,27,1452,1
48278,80,6,7,597,2286,6,6,27,976,1
58622,80,6,7,486,696,5,4,27,172,1
58352,80,6,7,698,696,5,4,27,126,1
80,48776,6,7,52,52,1,1,17,3,0
35068,80,6,7.178,541,12815,6,12,27,1647,1
47804,80,6,7,531,2239,5,6,27,13,1
56831,53,17,5.126,61,332,1,1,0,201,0
48016,80,6,7,552,2816,6,6,27,997,1
50064,80,6,7,501,2816,5,6,27,1003,1
53837,1900,17,153.12,459,0,3,0,0,614,0
50080,9197,6,7,381,3770,5,7,27,17,0
49008,80,6,7,492,3812,5,7,27,64,1
42360,80,6,7,538,12815,6,12,27,1410,1
49944,80,6,7,813,2239,5,6,27,153,1
49344,80,6,7,164,112,3,2,19,46,1
48694,80,6,7,548,2286,5,6,27,966,1
48449,15600,17,0,63,0,1,0,0,0,0
34898,80,6,7.178,615,12611,5,12,27,1635,1
2516,53,17,5,75,252,1,1,0,14,0
46898,80,6,7,836,2239,5,6,27,15,1
50141,41952,6,7,518,4350,7,9,27,22,0
47628,80,6,7,905,2239,5,6,27,18,1
34450,80,6,7,703,696,5,4,27,139,1
58168,80,6,7,474,2816,5,6,27,1621,1
34504,80,6,7,458,2163,5,5,27,166,1
45897,15600,17,0,63,0,1,0,0,0,0
34576,80,6,7,458,2163,5,5,27,144,1
56386,80,6,7,450,696,5,4,27,116,1
42266,80,6,7,657,12815,6,12,27,1440,1
46882,80,6,7,772,2239,6,6,27,14,1
50015,9197,6,7,488,6961,5,10,27,22,0
3027,53,17,5.178,78,364,1,1,0,12,0
50911,9197,6,7,400,3770,5,7,27,13,0
46192,80,6,7,112,60,2,1,18,329,1
58134,53,17,5,63,111,1,1,0,11,0
80,36088,6,7,104,104,2,2,17,9244,0
34448,80,6,7,458,2163,5,5,27,178,1
51294,1900,17,153.12,808,0,4,0,0,3073,0
47070,80,6,7,570,2239,5,6,27,11,1
58274,80,6,7,458,2163,5,5,27,244,1
47008,80,6,7,550,2239,5,6,27,4,1
49044,80,6,7,472,3812,5,7,27,110,1
60238,53,17,5,64,125,1,1,0,0,0
49182,80,6,7,480,3812,5,7,27,63,1
58698,80,6,7,458,2163,5,5,27,180,1
56526,80,6,7,762,696,5,4,27,178,1
38628,15600,17,0,63,0,1,0,0,0,0
49884,80,6,7,750,2239,5,6,27,178,1
58292,80,6,7,482,696,5,4,27,258,1
50014,9197,6,7,344,855,5,5,27,8,0
44878,53,17,5,108,108,2,2,0,11,1
56912,80,6,7,503,696,5,4,27,148,1
0,0,2,82,128,0,4,0,0,454,0
34682,80,6,7,497,696,5,4,27,126,1
49010,80,6,7,501,3812,5,7,27,109,1
38896,15600,17,0,63,0,1,0,0,0,0
32789,53,17,5,74,90,1,1,0,371,0
47582,80,6,7,720,2239,5,6,27,4,1
49400,80,6,7,531,3760,5,6,27,96,1
49346,80,6,7,521,3812,5,7,27,59,1
47824,80,6,7,514,2239,5,6,27,5,1
45439,63503,17,12,440,0,1,0,0,0,0
36106,80,6,7.178,599,12815,6,12,27,1413,1
34248,80,6,7,479,2052,5,5,27,163,1
44056,55740,17,12,440,0,1,0,0,0,0
55011,53,17,5,81,1146,1,1,0,309,0
49324,80,6,7,493,3812,5,7,27,84,1
38695,53,17,5,64,1056,1,1,0,11,0
47748,80,6,7,508,2239,5,6,27,14,1
57626,15600,17,0,63,0,1,0,0,0,0
47028,80,6,7,514,2239,5,6,27,12,1
58814,80,6,7,458,2163,5,5,27,198,1
34320,80,6,7,458,2163,5,5,27,185,1
48826,80,6,7,414,112,3,2,26,656,1
58880,80,6,7,510,696,5,4,27,143,1
